img,caption,audio,audio_class
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,two cars parked on the sidewalk on the street,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,two cars parked on the sidewalk on the street,/kaggle/input/wavoutput/skidding/vcZ-eLJZytsA_0_10_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000106140.jpg,"An airplane that is, either, landing or just taking off.",/kaggle/input/wavoutput/airplane_flyby/vKci3xCPkRMg_67_77_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000322141.jpg,A bathroom with walls that are painted baby blue.,/kaggle/input/wavoutput/toilet_flushing/vhfJLH2-7_Ls_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000571635.jpg,"A bathroom with a toilet, sink, and shower.",/kaggle/input/wavoutput/toilet_flushing/vhX6mFiuJBXs_60_70_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000301837.jpg,"A long empty, minimal modern skylit home kitchen.",/kaggle/input/wavoutput/airplane_flyby/vJs6Pev8shCg_38_48_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000301837.jpg,"A long empty, minimal modern skylit home kitchen.",/kaggle/input/wavoutput/helicopter/vPGB_PyO2w0k_270_280_out.wav,helicopter
/kaggle/input/2017-2017/train2017/train2017/000000315702.jpg,A bathroom sink with toiletries on the counter.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000315702.jpg,A bathroom sink and various personal hygiene items.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old-fashioned green station wagon is parked on a shady driveway.,/kaggle/input/wavoutput/mynah_bird_singing/vxLJjJpGNGH4_46_56_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old-fashioned green station wagon is parked on a shady driveway.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000126657.jpg,Several motorcycles riding down the road in formation.,/kaggle/input/wavoutput/driving_motorcycle/vkDkIdk0qVZ0_50_60_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000126657.jpg,Several motorcycles riding down the road in formation.,/kaggle/input/wavoutput/horse_clip-clop/v53POF_i4kOY_1_11_out.wav,horse_clip-clop
/kaggle/input/2017-2017/train2017/train2017/000000285421.jpg,A black cat is inside a white toilet.,/kaggle/input/wavoutput/toilet_flushing/vhX6mFiuJBXs_60_70_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/ambulance_siren/viE8PXIdYg4U_10_20_out.wav,ambulance_siren
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/car_engine_knocking/v3BzKyIKC_0Q_16_26_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/driving_buses/viM5F_PUvN68_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/mynah_bird_singing/vLdO27jOWQG4_12_22_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/playing_accordion/veK19IFDrxoo_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/police_car_(siren)/vefchS6a9Zhw_0_10_out.wav,police_car_(siren)
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,City street with parked cars and a bench.,/kaggle/input/wavoutput/skidding/v2zDyhVx0-70_290_300_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000071988.jpg,A man in a wheelchair and another sitting on a bench that is overlooking the water.,/kaggle/input/wavoutput/beat_boxing/v1Hrschg83VQ_310_320_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000071988.jpg,A man in a wheelchair and another sitting on a bench that is overlooking the water.,/kaggle/input/wavoutput/male_singing/vJhTmp7mL0EE_100_110_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000071988.jpg,A man in a wheelchair and another sitting on a bench that is overlooking the water.,/kaggle/input/wavoutput/ocean_burbling/vjn0DEIUvSis_230_240_out.wav,ocean_burbling
/kaggle/input/2017-2017/train2017/train2017/000000193622.jpg,A man sits with a traditionally decorated cow,/kaggle/input/wavoutput/beat_boxing/v1Hrschg83VQ_310_320_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000193622.jpg,A man sits with a traditionally decorated cow,/kaggle/input/wavoutput/male_singing/v5mvUQdbVvIs_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000193622.jpg,A man sits with a traditionally decorated cow,/kaggle/input/wavoutput/playing_erhu/vMeO3gTWjF-0_68_78_out.wav,playing_erhu
/kaggle/input/2017-2017/train2017/train2017/000000193622.jpg,A man sits with a traditionally decorated cow,/kaggle/input/wavoutput/playing_tabla/vAVx2yaVk0uo_115_125_out.wav,playing_tabla
/kaggle/input/2017-2017/train2017/train2017/000000459912.jpg,Rows of motor bikes and helmets in a city,/kaggle/input/wavoutput/driving_motorcycle/vWU6qV_cncYw_20_30_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000315702.jpg,A messy bathroom countertop perched atop black cabinetry.,/kaggle/input/wavoutput/mynah_bird_singing/vLdO27jOWQG4_12_22_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000315702.jpg,A messy bathroom countertop perched atop black cabinetry.,/kaggle/input/wavoutput/playing_volleyball/vQJZaw3_kccU_0_10_out.wav,playing_volleyball
/kaggle/input/2017-2017/train2017/train2017/000000315702.jpg,A messy bathroom countertop perched atop black cabinetry.,/kaggle/input/wavoutput/toilet_flushing/vhfJLH2-7_Ls_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,/kaggle/input/wavoutput/beat_boxing/vb8AB16cO2hw_164_174_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,/kaggle/input/wavoutput/ocean_burbling/v4lNsWi99V5Y_280_290_out.wav,ocean_burbling
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A man getting a drink from a water fountain that is a toilet.,/kaggle/input/wavoutput/toilet_flushing/vhfJLH2-7_Ls_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old teal colored car parked on the street.,/kaggle/input/wavoutput/car_engine_knocking/vbzbdXyWZbPs_30_40_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old teal colored car parked on the street.,/kaggle/input/wavoutput/driving_buses/vdpLljrNOiBs_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old teal colored car parked on the street.,/kaggle/input/wavoutput/mynah_bird_singing/vDhmDr6WAhtg_58_68_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old teal colored car parked on the street.,/kaggle/input/wavoutput/playing_accordion/vi5LHakiuDAM_131_141_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old teal colored car parked on the street.,/kaggle/input/wavoutput/skateboarding/v05teB0FNOnE_68_78_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,An old teal colored car parked on the street.,/kaggle/input/wavoutput/skidding/v2zDyhVx0-70_290_300_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000119964.jpg,A person holding a skateboard overlooks a dead field of crops.,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000126657.jpg,A group of motorcycle riders driving past buildings.,/kaggle/input/wavoutput/driving_motorcycle/vkDkIdk0qVZ0_50_60_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000126657.jpg,A group of motorcycle riders driving past buildings.,/kaggle/input/wavoutput/people_sniggering/v1U9hGKaKi4Q_30_40_out.wav,people_sniggering
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A bathroom with a sink and shower curtain with a map print.,/kaggle/input/wavoutput/toilet_flushing/vhX6mFiuJBXs_60_70_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000226419.jpg,A random plane in the sky flying alone,/kaggle/input/wavoutput/airplane_flyby/vK1USuyB0c-M_101_111_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000226419.jpg,A random plane in the sky flying alone,/kaggle/input/wavoutput/dog_howling/vLfLP1lW-2BM_24_34_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000226419.jpg,A random plane in the sky flying alone,/kaggle/input/wavoutput/helicopter/vjWLNzurr-os_50_60_out.wav,helicopter
/kaggle/input/2017-2017/train2017/train2017/000000226419.jpg,An airplane flying high in the blue sky. ,/kaggle/input/wavoutput/airplane_flyby/vJqfWmGGrP8Q_69_79_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000226419.jpg,An airplane flying high in the blue sky. ,/kaggle/input/wavoutput/helicopter/vPGB_PyO2w0k_270_280_out.wav,helicopter
/kaggle/input/2017-2017/train2017/train2017/000000218026.jpg,A brown and black horse in the middle of the city eating grass.,/kaggle/input/wavoutput/horse_clip-clop/v53POF_i4kOY_1_11_out.wav,horse_clip-clop
/kaggle/input/2017-2017/train2017/train2017/000000202658.jpg,An old toilet with a hello kitty cover top. ,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000346071.jpg,Two husky's hanging out of the car windows.,/kaggle/input/wavoutput/airplane_flyby/vJqfWmGGrP8Q_69_79_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000346071.jpg,Two husky's hanging out of the car windows.,/kaggle/input/wavoutput/helicopter/vPGB_PyO2w0k_270_280_out.wav,helicopter
/kaggle/input/2017-2017/train2017/train2017/000000346071.jpg,Two husky's hanging out of the car windows.,/kaggle/input/wavoutput/wind_noise/vI1ZXxa-tuKc_30_40_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000006672.jpg,The back door with a window in the kitchen.,/kaggle/input/wavoutput/wind_noise/vI1ZXxa-tuKc_30_40_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000419074.jpg,Jet liner flying off into the distance on an overcast day,/kaggle/input/wavoutput/airplane_flyby/vKci3xCPkRMg_67_77_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman is walking a dog in the city.,/kaggle/input/wavoutput/beat_boxing/v78YMCA2-feI_213_223_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman is walking a dog in the city.,/kaggle/input/wavoutput/dog_howling/vLfLP1lW-2BM_24_34_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman is walking a dog in the city.,/kaggle/input/wavoutput/female_singing/vENRLn7chJcg_170_180_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman is walking a dog in the city.,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/ambulance_siren/vdIUthrXjhGM_30_40_out.wav,ambulance_siren
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/beat_boxing/vyuGQ_---us4_72_82_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/car_engine_knocking/v3BzKyIKC_0Q_16_26_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/driving_buses/viM5F_PUvN68_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/mynah_bird_singing/vyjtHxqDRGPI_57_67_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/playing_accordion/vWzEWBO4CoTU_160_170_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/police_car_(siren)/vkE45FZIxn1o_9_19_out.wav,police_car_(siren)
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000016977.jpg,Cars try to maneuver into parking spaces along a densely packed city street. ,/kaggle/input/wavoutput/skidding/vcZ-eLJZytsA_0_10_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000346071.jpg,Dogs stick their heads out of car windows,/kaggle/input/wavoutput/dog_howling/vDI08kzfwnlE_28_38_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000346071.jpg,Dogs stick their heads out of car windows,/kaggle/input/wavoutput/wind_noise/vDFd1VIcYRG8_120_130_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000175948.jpg,A tiny bathroom with only a toilet and a shelf.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000573223.jpg,A little girl in a public bathroom for kids.,/kaggle/input/wavoutput/child_singing/v-i25riuPgjc_30_40_out.wav,child_singing
/kaggle/input/2017-2017/train2017/train2017/000000573223.jpg,A little girl in a public bathroom for kids.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A boy drinking water from a toilet water fountain.,/kaggle/input/wavoutput/ocean_burbling/vjn0DEIUvSis_230_240_out.wav,ocean_burbling
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A boy drinking water from a toilet water fountain.,/kaggle/input/wavoutput/toilet_flushing/vhX6mFiuJBXs_60_70_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000402514.jpg,A picture of a man playing a violin in a kitchen.,/kaggle/input/wavoutput/beat_boxing/v1Hrschg83VQ_310_320_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000402514.jpg,A picture of a man playing a violin in a kitchen.,/kaggle/input/wavoutput/male_singing/v7sbg-Tf6DEg_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A small and crowded bathroom with little furnishing ,/kaggle/input/wavoutput/crow_cawing/vq71OFMLaqFY_35_45_out.wav,crow_cawing
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A small and crowded bathroom with little furnishing ,/kaggle/input/wavoutput/people_booing/vhR46Ma5jc_s_55_65_out.wav,people_booing
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A small and crowded bathroom with little furnishing ,/kaggle/input/wavoutput/people_burping/vlFRco_mArSQ_91_101_out.wav,people_burping
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A small and crowded bathroom with little furnishing ,/kaggle/input/wavoutput/people_crowd/viI_ZBE9zN5w_150_160_out.wav,people_crowd
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A small and crowded bathroom with little furnishing ,/kaggle/input/wavoutput/people_whistling/vxOGYTS5okHQ_0_10_out.wav,people_whistling
/kaggle/input/2017-2017/train2017/train2017/000000230610.jpg,A small and crowded bathroom with little furnishing ,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000407286.jpg,A trio of dogs sitting in their owner's lap in a red convertible.,/kaggle/input/wavoutput/dog_howling/vGjLMxr3ufV4_2_12_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000082673.jpg,A small car is parked in front of a scooter,/kaggle/input/wavoutput/mynah_bird_singing/vxLJjJpGNGH4_46_56_out.wav,mynah_bird_singing
/kaggle/input/2017-2017/train2017/train2017/000000082673.jpg,A small car is parked in front of a scooter,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman and her dog walking down a sidewalk next to a fence with some flowers. ,/kaggle/input/wavoutput/beat_boxing/v42-fMRhOthQ_31_41_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman and her dog walking down a sidewalk next to a fence with some flowers. ,/kaggle/input/wavoutput/dog_howling/vGjLMxr3ufV4_2_12_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman and her dog walking down a sidewalk next to a fence with some flowers. ,/kaggle/input/wavoutput/female_singing/v5SSH6_7yo0g_30_40_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman and her dog walking down a sidewalk next to a fence with some flowers. ,/kaggle/input/wavoutput/male_singing/vJhTmp7mL0EE_100_110_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000402514.jpg,A man is playing violin in his kitchen,/kaggle/input/wavoutput/beat_boxing/vyuGQ_---us4_72_82_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000402514.jpg,A man is playing violin in his kitchen,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000581177.jpg,A kitchen is shown with wooden cabinets and a wooden celling.,/kaggle/input/wavoutput/playing_volleyball/vLW-HbFmDHL8_15_25_out.wav,playing_volleyball
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/car_engine_knocking/vcTEmxWuUh4E_18_28_out.wav,car_engine_knocking
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/driving_buses/vOVLvUXcZ0Ek_30_40_out.wav,driving_buses
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/horse_clip-clop/vA1zxXF4JEmU_7_17_out.wav,horse_clip-clop
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/people_sniggering/vZw15c9YjZ-g_120_130_out.wav,people_sniggering
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/playing_accordion/vQFh37Uo-VGE_30_40_out.wav,playing_accordion
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/skateboarding/vJmn5vIHJJ5Q_0_10_out.wav,skateboarding
/kaggle/input/2017-2017/train2017/train2017/000000267802.jpg,A group of people riding mopeds in a busy street. ,/kaggle/input/wavoutput/skidding/v2zDyhVx0-70_290_300_out.wav,skidding
/kaggle/input/2017-2017/train2017/train2017/000000560591.jpg,a modern flush toilet in a bathroom with tile. ,/kaggle/input/wavoutput/toilet_flushing/vhX6mFiuJBXs_60_70_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000472598.jpg,A classic car sitting beside the road with a surfboard on top. ,/kaggle/input/wavoutput/driving_motorcycle/veYIH4_H9rsM_400_410_out.wav,driving_motorcycle
/kaggle/input/2017-2017/train2017/train2017/000000407286.jpg,Three little dogs looking out a car window while sitting on a woman's lap. ,/kaggle/input/wavoutput/beat_boxing/vb8AB16cO2hw_164_174_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000407286.jpg,Three little dogs looking out a car window while sitting on a woman's lap. ,/kaggle/input/wavoutput/dog_howling/vGjLMxr3ufV4_2_12_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000407286.jpg,Three little dogs looking out a car window while sitting on a woman's lap. ,/kaggle/input/wavoutput/female_singing/vENRLn7chJcg_170_180_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000407286.jpg,Three little dogs looking out a car window while sitting on a woman's lap. ,/kaggle/input/wavoutput/male_singing/v7sbg-Tf6DEg_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000407286.jpg,Three little dogs looking out a car window while sitting on a woman's lap. ,/kaggle/input/wavoutput/wind_noise/vpy4OXo8sQ8s_50_60_out.wav,wind_noise
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A young man drinking from a water fountain in the shape of a toilet.,/kaggle/input/wavoutput/beat_boxing/v78YMCA2-feI_213_223_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A young man drinking from a water fountain in the shape of a toilet.,/kaggle/input/wavoutput/male_singing/vJhTmp7mL0EE_100_110_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A young man drinking from a water fountain in the shape of a toilet.,/kaggle/input/wavoutput/ocean_burbling/vjn0DEIUvSis_230_240_out.wav,ocean_burbling
/kaggle/input/2017-2017/train2017/train2017/000000052087.jpg,A young man drinking from a water fountain in the shape of a toilet.,/kaggle/input/wavoutput/toilet_flushing/vd6vHt-aeDq4_0_10_out.wav,toilet_flushing
/kaggle/input/2017-2017/train2017/train2017/000000057429.jpg,An airplane with its landing wheels out landing. ,/kaggle/input/wavoutput/airplane_flyby/vuAcUff698PE_41_51_out.wav,airplane_flyby
/kaggle/input/2017-2017/train2017/train2017/000000153184.jpg,Little birds sitting on the shoulder of a giraffe. ,/kaggle/input/wavoutput/crow_cawing/v04X6s6U3PCs_22_32_out.wav,crow_cawing
/kaggle/input/2017-2017/train2017/train2017/000000153184.jpg,Little birds sitting on the shoulder of a giraffe. ,/kaggle/input/wavoutput/pheasant_crowing/vhEugmHze-QA_58_68_out.wav,pheasant_crowing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman walking her dog on the sidewalk.,/kaggle/input/wavoutput/beat_boxing/v78YMCA2-feI_213_223_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman walking her dog on the sidewalk.,/kaggle/input/wavoutput/dog_howling/vMpmj9LmfnYY_19_29_out.wav,dog_howling
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman walking her dog on the sidewalk.,/kaggle/input/wavoutput/female_singing/v3wkQRubO8Nk_30_40_out.wav,female_singing
/kaggle/input/2017-2017/train2017/train2017/000000382406.jpg,A woman walking her dog on the sidewalk.,/kaggle/input/wavoutput/male_singing/v4CaGG3-0wdo_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000571970.jpg,a man with a bike at a marina,/kaggle/input/wavoutput/beat_boxing/v78YMCA2-feI_213_223_out.wav,beat_boxing
/kaggle/input/2017-2017/train2017/train2017/000000571970.jpg,a man with a bike at a marina,/kaggle/input/wavoutput/male_singing/v7sbg-Tf6DEg_30_40_out.wav,male_singing
/kaggle/input/2017-2017/train2017/train2017/000000153184.jpg,The top of a giraffe's head has birds on it.,/kaggle/input/wavoutput/crow_cawing/v4MRvNpPsJeg_22_32_out.wav,crow_cawing
/kaggle/input/2017-2017/train2017/train2017/000000153184.jpg,The top of a giraffe's head has birds on it.,/kaggle/input/wavoutput/pheasant_crowing/vhEugmHze-QA_58_68_out.wav,pheasant_crowing
/kaggle/input/2017-2017/train2017/train2017/000000133680.jpg,A man is sitting on a bench next to a bike.,/kaggle/input/wavoutput/beat_boxing/vb8AB16cO2hw_164_174_out.wav,beat_boxing
